lng,lat,heatwave,seamask,xd,yd,ddis,sst,anom,sst_dis,td_flag
-179.625,-42.875,1,,-179.625,-43.375,55.5974633222641,17.1509990692139,0.850265145301819,16.2630004882813,TRUE
-179.625,-42.625,1,,179.625,-43.125,82.6204599946225,17.3343334197998,0.779971182346344,16.4659996032715,TRUE
-179.625,-35.375,1,,-179.625,-36.625,138.993658305687,20.8756656646729,0.930991053581238,19.8813323974609,TRUE
-179.625,-35.125,1,,-179.875,-36.125,113.467451517853,21.189998626709,1.12633097171783,20.0629997253418,TRUE
-179.625,-34.875,1,,179.125,-35.125,117.200478396522,21.4146671295166,1.22311687469482,20.154333114624,TRUE
-179.625,-34.625,1,,179.375,-35.125,106.830634801813,21.507999420166,1.19141674041748,20.2840003967285,TRUE
-179.625,-34.375,1,,179.375,-34.875,107.066887723438,21.5503330230713,1.11249816417694,20.4329986572266,TRUE
-179.625,-34.125,1,,179.375,-34.875,123.904033381621,21.5520000457764,1.00342905521393,20.4329986572266,TRUE
-179.625,-33.875,1,,179.125,-34.625,141.965451570599,21.5483322143555,0.890817105770111,20.5469989776611,TRUE
-179.625,-33.625,1,,179.375,-34.625,144.349341080057,21.5679988861084,0.781015336513519,20.691333770752,TRUE
-179.625,-31.375,1,,-179.625,-32.625,138.993658305719,22.8806667327881,0.870882391929627,22.0016670227051,TRUE
-179.625,-31.125,1,,179.625,-32.375,156.038096087518,23.2446670532227,1.09706556797028,22.1119995117188,TRUE
-179.625,-30.875,1,,179.375,-31.875,146.207282396153,23.5799999237061,1.28411364555359,22.2513332366943,TRUE
-179.625,-30.625,1,,179.625,-31.625,132.138719337878,23.7203330993652,1.26221764087677,22.4173336029053,TRUE
-179.625,-30.375,1,,-179.625,-31.625,138.993658305687,23.6630001068115,1.03106212615967,22.6306667327881,TRUE
-179.625,-30.125,1,,-179.875,-31.375,141.031704732766,23.6519985198975,0.85075706243515,22.7980003356934,TRUE
-179.625,-29.875,1,,-178.375,-30.625,146.18688928915,23.8799991607666,0.920239269733429,22.92799949646,TRUE
-179.625,-29.625,1,,-178.375,-30.375,146.437002324099,24.2883319854736,1.17372596263886,23.0106658935547,TRUE
-179.625,-29.375,1,,-178.625,-30.125,127.571316150758,24.6630001068115,1.36629402637482,23.1943321228027,TRUE
-179.625,-29.125,1,,-179.125,-30.125,121.243365280427,24.8346652984619,1.32930076122284,23.4879989624023,TRUE
-179.625,-28.875,1,,-179.125,-29.875,121.29103489819,24.8043327331543,1.09326136112213,23.6636657714844,TRUE
-179.625,-28.625,1,,-179.625,-29.875,138.993658305687,24.7059993743897,0.817107856273651,23.8799991607666,TRUE
-179.625,6.625,1,,179.125,9.875,386.670511769399,29.0599994659424,0.530640661716461,28.5100002288818,TRUE
-179.625,6.875,1,,179.125,9.875,360.809618453666,29.1023330688477,0.592029690742493,28.5100002288818,TRUE
-179.625,7.125,1,,179.375,10.125,351.229390095212,29.0629997253418,0.577305555343628,28.4656658172607,TRUE
-179.625,7.375,1,,179.125,10.125,335.221374329614,29.0033321380615,0.547246813774109,28.4029998779297,TRUE
-179.625,7.625,1,,179.125,10.125,310.053411307656,28.9563331604004,0.531560063362122,28.4029998779297,TRUE
-179.625,7.875,1,,179.375,10.375,298.878276131601,28.8703327178955,0.482719540596008,28.3593330383301,TRUE
-179.625,8.375,1,,179.375,10.625,273.166877932135,28.810998916626,0.51038259267807,28.2776660919189,TRUE
-179.625,8.625,1,,179.125,10.625,261.216984375083,28.8023319244385,0.557526111602783,28.2290000915527,TRUE
-179.625,8.875,1,,178.625,10.875,293.607033979356,28.804666519165,0.616873621940613,28.1693325042725,TRUE
-179.625,9.125,1,,179.625,11.875,316.587482326458,28.7936668395996,0.663869619369507,28.1286659240723,TRUE
-179.625,9.375,1,,-179.625,12.125,305.786048272538,28.7649993896484,0.705605864524841,28.0556659698486,TRUE
-179.625,9.625,1,,-179.625,12.375,305.786048272538,28.7486667633057,0.75885945558548,27.9816665649414,TRUE
-179.625,9.875,1,,179.625,12.625,316.534178353547,28.7159996032715,0.793284773826599,27.9126663208008,TRUE
-179.625,10.125,1,,-179.375,13.125,334.693899109348,28.6413326263428,0.78446763753891,27.8433322906494,TRUE
-179.625,10.375,1,,179.625,13.375,343.420299216166,28.5553321838379,0.77083033323288,27.7689990997314,TRUE
-179.625,10.625,1,,179.625,13.625,343.402319563231,28.4983329772949,0.78429239988327,27.7043323516846,TRUE
-179.625,10.875,1,,179.625,13.875,343.383987223288,28.4659996032715,0.828616797924042,27.6373329162598,TRUE
-179.625,11.125,1,,-179.625,14.375,361.38351159482,28.4183330535889,0.85604465007782,27.5126667022705,TRUE
-179.625,11.375,1,,-179.625,14.625,361.38351159482,28.3389987945557,0.842337429523468,27.4583320617676,TRUE
-179.625,11.625,1,,-179.125,14.625,337.949280356716,28.2506656646729,0.80881655216217,27.4329986572266,TRUE
-179.625,11.875,1,,-179.125,14.875,337.940372391408,28.1366653442383,0.747478127479553,27.3796653747559,TRUE
-179.625,12.125,1,,-179.625,15.375,361.38351159482,28.0556659698486,0.725199282169342,27.2756652832031,TRUE
-179.625,12.375,1,,179.875,15.375,337.922089692863,27.9816665649414,0.716197550296783,27.261999130249,TRUE
-179.625,12.625,1,,-179.625,15.625,333.584779933681,27.9283332824707,0.730430722236633,27.1786651611328,TRUE
-179.625,12.875,1,,179.625,15.625,316.286454000804,27.8983325958252,0.769692778587341,27.1099987030029,TRUE
-179.625,13.125,1,,-179.625,15.875,305.786048272523,27.8606662750244,0.792041301727295,27.0030002593994,TRUE
-179.625,13.375,1,,-179.625,15.875,277.987316611375,27.8293323516846,0.815169155597687,27.0030002593994,TRUE
-179.625,13.625,1,,-179.625,16.125,277.987316611392,27.7789993286133,0.813511371612549,26.7689990997314,TRUE
-179.625,13.875,1,,-179.625,16.125,250.188584950263,27.6943321228027,0.77475380897522,26.7689990997314,TRUE
-179.625,14.125,1,,-179.625,16.125,222.389853289132,27.5993328094482,0.727481067180634,26.7689990997314,TRUE
-179.625,14.375,1,,-179.625,16.125,194.591121627989,27.5126667022705,0.688762307167053,26.7689990997314,TRUE
-179.625,14.625,1,,-179.625,16.125,166.792389966843,27.4583320617676,0.677671492099762,26.7689990997314,TRUE
-179.625,14.875,1,,-179.375,16.125,141.551344200503,27.4013328552246,0.658695578575134,26.7379989624023,TRUE
-179.625,15.125,1,,-179.625,16.375,138.993658305687,27.3509998321533,0.633715569972992,26.5206661224365,TRUE
-179.625,15.375,1,,-179.625,16.375,111.194926644548,27.2756652832031,0.575962126255035,26.5206661224365,TRUE
-179.625,15.625,1,,-179.625,16.375,83.3961949834346,27.1786651611328,0.50787752866745,26.5206661224365,TRUE
-179.375,-60.125,1,,-179.375,-60.625,55.5974633222641,4.60266637802124,0.956755816936493,3.56433320045471,TRUE
-179.375,-59.875,1,,179.875,-60.375,69.4014146969541,4.9466667175293,1.06451809406281,3.7996666431427,TRUE
-179.375,-59.625,1,,-179.625,-60.375,84.5463771675633,5.1163330078125,1.00194811820984,4.01466655731201,TRUE
-179.375,-59.375,1,,179.875,-60.125,93.3795327171047,5.13633298873901,0.780826270580292,4.26233339309692,TRUE
-179.375,-56.875,1,,-179.375,-57.125,27.7987316611343,7.02199983596802,0.612074196338654,6.28599977493286,TRUE
-179.375,-56.625,1,,-179.625,-56.875,31.7030040929386,7.71733331680298,0.970348179340363,6.59733295440674,TRUE
-179.375,-56.375,1,,-179.875,-56.625,41.4053424390346,8.23299980163574,1.13536596298218,6.875,TRUE
-179.375,-56.125,1,,179.875,-56.375,54.0316325701749,8.55466651916504,1.13092648983002,7.21199989318848,TRUE
-179.375,-55.875,1,,-179.875,-56.375,63.6502147515354,8.79699993133545,1.09380149841309,7.60033321380615,TRUE
-179.375,-55.625,1,,179.875,-56.125,72.6623347608963,9.00033283233643,1.06736958026886,7.92533302307129,TRUE
-179.375,-55.375,1,,179.875,-56.125,95.695544116113,9.16899967193604,1.03786659240723,7.92533302307129,TRUE
-179.375,-55.125,1,,179.625,-55.875,104.504114354639,9.23566627502441,0.944098949432373,8.27600002288818,TRUE
-179.375,-54.875,1,,178.875,-54.625,115.693179100685,9.22799968719482,0.809894859790802,8.39566612243652,TRUE
-179.375,-54.625,1,,179.125,-54.125,111.932960303746,9.30733299255371,0.805232763290405,8.48899936676025,TRUE
-179.375,-54.375,1,,179.125,-54.375,97.1510139772483,9.41033267974854,0.85321980714798,8.50866603851318,TRUE
-179.375,-54.125,1,,179.125,-54.125,97.7416523743959,9.44099998474121,0.830888390541077,8.48899936676025,TRUE
-179.375,-53.875,1,,179.375,-53.625,86.7608202494352,9.30799961090088,0.62445068359375,8.61533355712891,TRUE
-179.375,-52.375,1,,-179.375,-53.125,83.3961949834346,10.0846662521362,0.909428238868713,9.05066680908203,TRUE
-179.375,-52.125,1,,-179.375,-53.125,111.194926644548,10.1759996414185,0.974829018115997,9.05066680908203,TRUE
-179.375,-51.875,1,,-179.375,-53.125,138.993658305687,10.1066665649414,0.884331941604614,9.05066680908203,TRUE
-179.375,-51.625,1,,179.375,-52.875,162.967408533721,10.0143327713013,0.768329679965973,9.21866607666016,TRUE
-179.375,-51.375,1,,178.375,-51.125,159.040405068074,9.99933338165283,0.727146208286285,9.23400020599365,TRUE
-179.375,-51.125,1,,179.375,-50.125,141.909024912812,10.0830001831055,0.782282054424286,9.29966640472412,TRUE
-179.375,-50.875,1,,179.375,-50.125,121.534409968534,10.1809997558594,0.840511858463287,9.29966640472412,TRUE
-179.375,-50.625,1,,179.375,-50.125,104.635044029622,10.2123327255249,0.835232973098755,9.29966640472412,TRUE
-179.375,-50.375,1,,179.875,-49.875,77.1338342764677,10.1359996795654,0.73538613319397,9.38833332061768,TRUE
-179.375,-47.125,1,,-179.375,-47.625,55.5974633223451,13.6286659240723,1.42386031150818,11.7133331298828,TRUE
-179.375,-46.875,1,,-179.375,-47.375,55.5974633222641,14.317666053772,1.57102012634277,12.6659994125366,TRUE
-179.375,-46.625,1,,-179.375,-47.375,83.3961949834346,14.6606664657593,1.59587645530701,12.6659994125366,TRUE
-179.375,-46.375,1,,179.875,-47.125,101.093345834099,14.7599992752075,1.54413521289825,13.179666519165,TRUE
-179.375,-46.125,1,,179.875,-47.125,125.076934188527,14.7349996566772,1.4252120256424,13.179666519165,TRUE
-179.375,-45.875,1,,-179.875,-47.125,144.165294821554,14.7439994812012,1.34461343288422,13.3179998397827,TRUE
-179.375,-45.625,1,,-179.625,-47.125,167.89120695505,14.7946662902832,1.30627477169037,13.4706659317017,TRUE
-179.375,-45.375,1,,-179.625,-47.125,195.538007574004,14.8416662216187,1.30344760417938,13.4706659317017,TRUE
-179.375,-45.125,1,,-179.625,-47.125,223.222538872632,14.8079996109009,1.28086280822754,13.4706659317017,TRUE
-179.375,-44.875,1,,-179.875,-47.125,253.150380514313,14.7043333053589,1.2394927740097,13.3179998397827,TRUE
-179.375,-44.625,1,,-179.625,-47.125,278.659799814517,14.6053333282471,1.12286376953125,13.4706659317017,TRUE
-179.375,-44.375,1,,177.375,-44.375,258.292006932722,14.6016664505005,0.889882385730743,13.6773328781128,TRUE
-179.375,-43.375,1,,-179.875,-43.625,48.9814379445256,16.3216667175293,0.729222178459168,15.5913333892822,TRUE
-179.375,-43.125,1,,-179.375,-43.625,55.5974633223451,16.8336658477783,0.870800197124481,15.728666305542,TRUE
